,post_link,content,mrt_tags
143,https://www.instagram.com/p/CA6yvW3H6-m/,"📍Taipei, Taiwan
四海木須麵 / 木須炒麵 / $90(小)
美味程度：🌕🌕🌕🌕🌑
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌗
🗺台北市大安區安東街52號
🚇捷運忠孝復興1號出口
☎️(02)8771-8119
⏰09:00-21:00週日公休
🍽2020.05.28到訪用餐
💡補充💡木須炒麵的麵條Q彈入味有嚼勁，料多豐富，小份就蠻有飽足感的，肉絲部分給的份量十足，整體不會太油膩，個人蠻喜歡的❤️
#4foodie #4foodie忠孝復興站 #木須炒麵 #taipeifood #台北美食 #四海木須麵 #東區美食 #忠孝復興美食 #4foodie小吃 #4foodieintaipei #4foodieforfoodie
©版權所有，不得轉載copyrights reserved","忠孝復興,大安"
144,https://www.instagram.com/p/CA42yaZHlG8/,"📍Hsinchu, Taiwan
笨豬跳竹北店 / 笨豬跳雙人套餐 / $1880
美味程度：🌕🌕🌕🌕🌑
環境衛生：🌕🌕🌕🌗🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺新竹縣竹北市莊敬南路108號
☎️03-688-1842
⏰平日11:30-14:00 17:30-21:00假日 11:30-21:00
🍽2020.05.23到訪用餐
💡補充💡套餐內容包含小菜六款、生菜包菜組合、水蒸蛋(+$39升級起司水蒸蛋)果香翼板牛、板腱牛排、prime特選牛腹脅、三層肉薄切、蒜香雞腿肉、湯鍋、經典韓食、飲料、甜點🤤🤤🤤現在還有起司YA總會活動！點選套餐一份，選擇A區餐點升級一份，B區單點一份即可送1983黑豚梅花🐷笨豬跳的燒肉與經典韓食品質都很不錯，以這個價位可以吃得到不管是肉的等級，或是料理的手法，算是蠻實在的，也會有桌邊服務，幫你把肉都烤至合適的熟度❤️值得推薦的是他們的醬汁，蘋果蒜泥醬，超清爽，可以完全將烤肉的油膩去除！個人狂沾😂😂😂
#4foodie #4foodie新竹 #笨豬跳韓式燒肉 #新竹燒肉 #竹北美食 #韓式燒肉 #新竹竹北 #竹北 #4foodieinhsinchu #新竹美食 #4foodie韓式 #4foodieforfoodie
©版權所有，不得轉載copyrights reserved",
145,https://www.instagram.com/p/CA4NiL8HltE/,"📍Kaohsiung, Taiwan
張家豪台式功夫甜品 / 芋頭牛奶冰 / $60
美味程度：🌕🌕🌕🌕🌑
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺高雄市三民區熱河一街415號
🚇捷運後驛站2號出口
☎️07-3221377
⏰12:00-22:00
🍽2020.05.31到訪用餐
💡補充💡高雄大太陽的天氣必須來碗冰消暑🍧🍧🍧點了招牌的芋頭牛奶冰，有煉乳、芋泥、芋泥球、芋圓與黑糖🤤🤤🤤滿滿的料！整體吃起來也不會太甜👍🏻芋圓夠Q,芋泥球口感紮實綿密，真材實料就是讚🥰
#4foodie #4foodie高雄 #張家豪台式功夫甜品 #高雄美食 #三民美食 #芋頭控 #高雄甜品 #高雄甜點 #4foodieinkaohsiung #熱河一街美食 #4foodie甜點 #4foodieforfoodie
©版權所有，不得轉載copyrights reserved",
146,https://www.instagram.com/p/CAxM5RinMTr/,"感謝 @_eatt 的分享🙏🏻
🔹標記 #4foodieforfoodie 就有機會讓我們分享你的文章哦🔹
📍New Taipei, Taiwan
熊越岳 / 清湯叉燒拉麵 / $320
美味程度：🌕🌕🌕🌕🌑
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌕
再訪意願：🌕🌕🌕🌖🌑
🗺新北市新莊區幸福路750號
🚇捷運新莊副都心站2號出口
⏰18:00–21:00
💡補充💡拉麵為醬油湯底，點餐時會詢問麵條軟硬度和湯頭鹹度，正常鹹度我覺得偏鹹，不過隨時可以跟店家要清湯做調整，吃不夠也可以加湯加麵，叉燒很大片也很多超滿足❤️店內只有8個座位，所以常常需要等1個小時以上⚠️還沒營業就一堆人在排隊，但服務很周到會不定時倒水給排隊的客人(⁎⁍̴̛ᴗ⁍̴̛⁎)
#4foodie #4foodieforfoodie #4foodie新莊副都心站 #台北美食 #拉麵 #熊越岳
©版權所有，不得轉載copyrights reserved",新莊
147,https://www.instagram.com/p/CAuiaIwHcZP/,"📍️Tokyo, Japan
café Soul Tree / WILLIAM / ¥836(税込)
美味程度(おいしさ)：🌕️🌕️🌕️🌕🌑
環境衛生(店内環境)：🌕🌕🌕🌕🌗
服務態度(サービス度)：🌕🌕🌕🌕🌗
再訪意願(リピート率)：🌕🌕🌕🌑🌑
🗺 東京都世田谷区鎌田3-2-15
🚇 二子玉川駅
⏰11:30～03:00
🍽2020.03.19 到訪用餐
💡補充💡這家咖啡廳是用老舊的倉庫改造而成的，外表雖然看起來像是廢棄的工廠，但是餐廳裡裝潢的很有質感☺️除了美食還有販賣一些手工的藝品雜貨！這款使用了生乳酪起司蛋糕和巴斯克起司蛋糕兩層！上面再用火烤後甜中又帶點苦味很不錯吃😋旁邊還有附上黑胡椒可以試著一起吃吃看喔！
#4foodie #4foodieinjapan #tokyo #futagotamagawa #cheesecake #japan #日本 #東京 #二子玉川 #二子玉川カフェ #チーズケーキ #カフェ巡り #日本美食 #東京美食 #東京甜點
©版權所有，不得轉載copyrights reserved",
148,https://www.instagram.com/p/CAr-wVUHsg5/,"📍Hsinchu, Taiwan
法豆綠豆沙牛奶 / 綠豆沙牛奶 / $45
美味程度：🌕🌕🌕🌗🌑
環境衛生：外帶
服務態度：🌕🌕🌕🌗🌑
再訪意願：🌕🌕🌕🌗🌑
🗺新竹市仁化街5-1號
☎️0981-826-777
⏰11:30-20:30 假日-21:00
🍽2020.05.23到訪用餐
💡補充💡綠豆沙有渣渣帶點顆粒感，個人還是偏愛綿密口感，整體不會太甜！店名蠻可愛的，店內還有法鬥本人超可愛٩(˃̶͈̀௰˂̶͈́)و
#4foodie #4foodie新竹 #法豆綠豆沙牛奶 #新竹飲料 #城隍廟美食 #綠豆沙牛乳 #新竹城隍廟 #城隍廟 #4foodieinhsinchu #新竹美食 #4foodie飲料 #4foodieforfoodie
©版權所有，不得轉載copyrights reserved",
149,https://www.instagram.com/p/CApdpZFHDhg/,"📍Taipei, Taiwan
阿鑫小料理 / 以下餐點及價位
櫻花蝦炊飯 $680
美味程度：🌕🌕🌕🌕🌑
💡補充💡滿滿的櫻花蝦，搭配蔥花，炊飯香氣十足，米粒飽滿，份量兩人剛剛好🍚
自家製鷄肉丸 $250
美味程度：🌕🌕🌕🌕🌑
💡補充💡雞肉丸搭配蛋黃口感濃郁，雞肉有彈性不乾柴、搭配蔥花與醬汁，口味適中。
海膽湯葉凍 $380
美味程度：🌕🌕🌕🌕🌑
💡補充💡湯葉凍口感細緻，搭配海膽與山葵，清爽開胃！
整體：
環境衛生：🌕🌕🌕🌕🌕
服務態度：🌕🌕🌕🌗🌑
再訪意願：🌕🌕🌕🌑🌑
🗺 台北市大安區安和路一段49巷13-1號
🚇捷運忠孝敦化站3號出口
☎️0919644568
⏰18:00-22:30
🍽2020.05.15到訪用餐
💡補充💡座位數不多，不是很好訂位，整體體驗上菜速度偏慢，店家似乎比較照顧熟客，對初訪的客人比較不搭理，觀感有點小差，小可惜(๑￣ ̫ ￣๑)
#4foodie #4foodie忠孝敦化站 #台北美食 #安和路美食 #taipei #海膽 #忠孝敦化美食 #台灣美食 #阿鑫小料理 #東區美食 #4foodieforfoodie #4foodieintaipei
©版權所有，不得轉載copyrights reserved","忠孝敦化,大安"
150,https://www.instagram.com/p/CAowkLBHbqy/,"📍Taichung, Taiwan
丰盛町 / 以下菜名及價位
蚵仔山飯 $150/碗 $380/桶
美味程度：🌕🌕🌕🌕🌗
💡補充💡這個飯我很愛，蚵仔顆顆飽滿肥美🤤新鮮度沒話說👍🏻搭配蔥花、油蔥超下飯！！！！直接整碗嗑光😋😋😋
失控掛包 $98
美味程度：🌕🌕🌕🌕🌑
💡補充💡掛包內搭配香菜、半熟蛋與花生粉😍😍😍滷肉半肥半瘦，口感軟嫩👌🏻
芝麻龍鬚菜 $120
美味程度：🌕🌕🌕🌕🌑
💡補充💡龍鬚菜口感嫩，沒有老渣，搭配芝麻醬，簡單美味❤️
老菜脯雞湯 $220
美味程度：🌕🌕🌕🌕🌑
💡補充💡雞湯湯頭甘甜，雞肉燉煮得宜，搭配老菜脯，口味更為濃郁🥣
軟Q燒豬腳 $320
美味程度：🌕🌕🌕🌕🌑
💡補充💡紅燒豬腳燉得軟嫩，可以輕易將骨肉分離，膠質滿滿٩(˃̶͈̀௰˂̶͈́)و搭配麵線，一口一口接不停🔥🔥🔥
整體：
環境衛生：🌕🌕🌕🌕🌗
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺 台中市中區自由路二段94號
☎️(04)3505-5500
⏰11:30-22:00
🍽2020.05.17到訪用餐
💡補充💡日曜天地裡的台菜餐廳！菜單種類相當多元，而且用料實在！蚵仔飯真的必點！！！！大推🦪🦪🦪
#4foodie #4foodie台中 #台中火車站 #台中公園 #台中美食 #台中台菜 #日曜天地 #日曜天地 #台中 #丰盛町 #4foodieforfoodie #4foodieintaichung
©版權所有，不得轉載copyrights reserved",
151,https://www.instagram.com/p/CAfJcXnnbzv/,"📍Taipei, Taiwan
Aone eatery / 以下餐點與價位
搖一搖 $185
美味程度：🌕🌕🌕🌕🌗
💡補充💡含有莎莎醬、酪梨、酸奶、西生菜、玉米毛豆沙拉、起司、台灣黑米、豆腐，我加價$20把豆腐換成舒肥雞胸肉🐔吃法是把酸奶醬和酪梨莎莎醬倒到合盒子之後搖一搖👐🏻攪拌均勻差不多就可以直接挖來食用囉！裡面配料非常豐富，吃起來不會單調且口感非常清爽🤤雞胸肉舒肥後嫩到不可思議我也是推爆！！酸奶和酪梨莎莎醬調合起來味道非常棒👍🏻台灣黑米澱粉低營養價值高，是健康飲食者很不錯的選擇～黑米煮的軟硬度也剛好❤️
人人都愛鮭魚飯吃 $275
美味程度：🌕🌕🌕🌕🌑
💡補充💡含有烤地瓜、烤青椒、杏鮑菇、檸檬角、芝麻、天然椰漿飯、香煎鮭魚丁，天然椰漿飯可以換成台灣黑米喔！但我覺得椰漿飯很好吃💗淡淡香氣吃起來更加美味，烤地瓜超甜！！鬆軟綿密超好吃🍠杏鮑菇多汁！鮭魚丁沒有刺吃的超滿足，而且讓我嚇到的是份量很多，個頭都不小，整晚擠上一些檸檬提味更加爽口🍋
香濃酪梨冰沙 $125
美味程度：🌕🌕🌕🌕🌑
💡補充💡第一次喝酪梨口味的冰沙，裡面除了酪梨還加了香蕉、全天然無糖優格、蜂蜜、杏仁牛奶喔！身為本來就很愛酪梨的我來說，非常可以🥺💗也不會太甜！香蕉和酪梨的味道很搭配～味覺上更豐富😚
生命之果草莓冰沙 $185
美味程度：🌕🌕🌕🌕🌑
💡補充💡裡面有草莓、椰子水、奇亞籽、香蕉、巴西莓，喝起來就是莓果香蕉冰沙的味道，清爽好喝少女必點🍓
整體：
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺 台北市大安區延吉街131巷19號
🚇捷運國父紀念館站1號出口
☎️ (02)8773-5939
⏰ 11：00-20：30
🍽2020.05.16到訪用餐
💡補充💡這家大概是我目前吃過最好吃的健康餐了❤️真心推薦！而且份量真的很夠吃！我甚至覺得飯一半就夠吃了～但內用座位不多，外帶的居多～也有配合ubereats和foodpanda～以後想吃不油膩的健康餐真的都要叫這家了啦🤪💗然後透過oddle訂餐還想九折優惠唷，現場取餐或外送都可👍🏻
#4foodie #4foodie國父紀念站 #Aoneeatery #taipeifood #台北美食 #健康 #健康飲食 #飲食控制 #健康餐 #taipei #健身餐 #健身 #運動 ©版權所有，不得轉載copyrights reserved","大安,國父紀念館"
152,https://www.instagram.com/p/CAejQA5HhHe/,"感謝 @ding_dong.jpg 的分享🙏🏻
🔹標記 #4foodieforfoodie 就有機會讓我們分享你的文章哦🔹
春三朝午 / 我愛查理牛排 / $380
美味程度：🌕🌕🌕🌕🌗
💡補充💡滿滿一盤從視覺上就是一種享受，牛排煎的非常軟嫩，應該有先經過特殊處理，
還能夠選擇要幾分熟喔！澱粉類的食物蠻多的，加上有一碗濃湯，吃完超飽！
春三朝午 / 塔香鹹酥雞義大利麵 / $280
美味程度：🌕🌕🌕🌗🌑
💡補充💡塔香與蒜香融入義大利麵中，最後再放上鹹酥雞，看似不相干的組合卻完美結合，建議可以把鹹酥雞
沾裹一些下面的湯汁再吃味道會比較平衡，炸過的麵皮吸入湯汁之後也會比較好咬～
春三朝午 / 泰式牛奶茶 / $140
美味程度：🌕🌕🌕🌕🌑
💡補充💡泰奶的升級版，奶味更重，漸層也很美，飲料的價位比餐點便宜，點餐還能折40$哦！
春三朝午 / 清香桂花氣泡飲 / $150
美味程度：🌕🌕🌕🌕🌑
💡補充💡桂花跟氣泡水的搭配還是第一次吃到，尾韻帶點淡淡的蜂蜜香，再加入氣泡水之後蜂蜜味更突出，非常特別～
整體：
環境衛生：🌕🌕🌕🌕🌗
服務態度：🌕🌕🌕🌕🌗
再訪意願：🌕🌕🌕🌑🌑
🗺台中市西屯區上石路179號
🚇家樂福青海店旁，青海河南路口公車站牌下車
☎️04 2452 9855
⏰10:00–17:30(假日10:00–16:00, 17:30–20:30)
💡補充💡整體價位已台中早午餐來說算是偏高，但是不收服務費！環境非常寬敞，帶點工業風格非常好拍照，
餐點部分份量都蠻大的，男生來也能吃飽，味道也不錯，除了價位之外不會踩雷的一間店，一分錢一份貨，
來到這邊可以吃飽也能吃到好吃的早午餐😋，但也因為價格偏高所以偶爾才會來～
#4foodie #4foodieforfoodie #4foodie台中 #台中美食 #台中早午餐 #春三朝午 #早午餐 #義大利麵
©版權所有，不得轉載copyrights reserved",
153,https://www.instagram.com/p/CAcjvUsHa70/,"📍Taipei, Taiwan
客家自製湯圓 / 綜合小湯圓+芝麻湯圓 / $55+$10
美味程度：🌕🌕🌕🌑🌑
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌗🌑
🗺台北市中山區遼寧街69號(遼寧街夜市內)
🚇捷運南京復興站2號出口
☎️(02)2740-7515
⏰13:30-00:00
🍽2020.05.14到訪用餐
💡補充💡我們點綜合小湯圓搭配花生湯，小湯圓、芋圓都有點太軟，沒什麼嚼勁，芝麻湯圓也煮到破了，有點可惜，不過花生倒是煮得恰當，軟硬適中🥜
#4foodie #4foodie南京復興站 #遼寧夜市 #遼寧美食 #遼寧街 #客家自製湯圓 #4foodie夜市 #台北美食 #南京復興美食 #taipei #4foodieforfoodie #4foodieintaipei
©版權所有，不得轉載copyrights reserved space","中山,南京復興"
154,https://www.instagram.com/p/CAXa1GfnPHQ/,"📍Taipei, Taiwan
富氣水產 / 以下餐點及價位
富氣九貫握 $600
美味程度：🌕🌕🌕🌗🌑
💡補充💡有炙燒鮭魚、炙燒比目魚鰭邊肉、蟹膏干貝、鮭魚卵、紅甘肚、鮭魚、鮪魚、軟絲、鮪魚蔥花🍣🍣🍣九種不同口味，海鮮是很新鮮，不過醋飯部分有待加強😅
HUKI脆皮雞 $320
美味程度：🌕🌕🌕🌕🌗
💡補充💡脆皮雞蒜味濃郁！雞皮處理的脆口，雞肉肉質鮮嫩多汁，旁邊還有附上沙拉解膩，半隻雞兩個人分剛剛好😋
任性刺身 $500
美味程度：🌕🌕🌕🌕🌗
💡補充💡包含青甘、紅甘、紅甘肚、鮪魚、鮭魚、軟絲、干貝！海鮮非常新鮮，每天現流進貨👌🏻個人最愛的是紅甘肚，油脂肥美濃郁，油花分布均勻🤤🤤🤤
牛奶貝 $199
美味程度：🌕🌕🌕🌕🌕
💡補充💡現烤牛奶貝，肉質飽滿肥美，湯汁超鮮甜，只有滿分💯
馬頭魚 $420
美味程度：🌕🌕🌕🌕🌗
💡補充💡現流馬頭魚，在店內展示，可以自己挑選一條直接進廚房料理，當天還有紅甘下巴、鮭魚頭跟赤鯮，我選了馬頭魚٩(˃̶͈̀௰˂̶͈́)و肉質細緻，刺是蠻多的，但鮮味十足！
整體
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌗
🗺台北市中山區遼寧街57號(遼寧街夜市內)
🚇捷運南京復興站2號出口
☎️(02)2740-8641
⏰ 週一至週四17:00-01:00週五週六17:00-01:30週日公休
🍽2020.05.14到訪用餐
💡補充💡店內的海鮮都是當天現流，老闆本身愛釣魚認識很多釣客🎣，釣客朋友釣到的魚會送來店裡，非常新鮮🐟🐟🐟不用擔心會有腥味，整體價格也很親民！
#4foodie #4foodie南京復興站 #遼寧夜市 #遼寧美食 #遼寧街 #富氣水產 #4foodie居酒屋 #台北美食 #南京復興美食 #台北居酒屋 #taipei #4foodieforfoodie #4foodieintaipei
©版權所有，不得轉載copyrights reserved space","中山,南京復興"
155,https://www.instagram.com/p/CAUzcsrH6fz/,"📍Taipei, Taiwan
小小樹食貳 / 以下餐點與價位
夏威夷風味鮪魚佛陀碗
美味程度：🌕🌕🌕🌕🌑
💡補充💡裡面的鮪魚不是鮪魚，是用甜菜根和蒟蒻做成的，裡面還有藜麥飯，讓你吃的健康還有飽足感，還有玉米、生菜、酪梨、紫洋蔥、小黃瓜等配料😋最特別的是裡面的醬汁是店家特調的芥末醬油，我這個完全不吃芥末的人也不會覺得嗆鼻，整晚攪拌均勻後食用起來，真的超像在吃生魚片丼飯，風味口感十足！完全沒有在吃素食的感覺💗
松露野菇燉飯
美味程度：🌕🌕🌕🌕🌑
💡補充💡帶點米心的燉飯，奶香濃厚並帶有黑松露的香氣🥰整體夠味但又不膩口😗
粉紅醬蔬菜義大利麵
美味程度：🌕🌕🌕🌕🌑
💡補充💡奶油蕃茄醬，醬汁與麵量搭配蠻剛好，番茄酸味明顯🤤吃起來味道是很爽口的！
開胃菜
美味程度：🌕🌕🌕🌕🌑
💡補充💡是山藥細麵，上面還有一片薄松露片點綴，非常精緻，口感和味道都非常細緻美味💗(B套餐會有）
湯品
美味程度：🌕🌕🌕🌕🌗
💡補充💡吃的到蔬菜甜味的濃湯❤️濃厚的口感但卻帶給人清爽的味蕾享受！出乎意料的美味😚
甜點
美味程度：🌕🌕🌕🌕🌗
💡補充💡這天吃到的是芋泥金沙酥，超級好吃！冷掉也好吃😳帶有奶香味的酥皮配上爆餡芋泥和金沙真心絕配😍芋泥不會太甜，口感滑順綿密，芋頭控不要錯過❤️❤️❤️(這是中午A套餐的前菜，晚上會變甜點)
紅油皮蛋抄手 $150
美味程度：🌕🌕🌕🌗🌑
💡補充💡皮不會太軟保有口感與彈性，裡面包的是皮蛋豆腐和大量的菜，配上紅油醬汁，真的很像在吃傳統的紅油抄手，皮蛋味沒有很重😗所以整體味道不會太重口味唷！
無敵奶茶 $200
美味程度：🌕🌕🌕🌕🌑
💡補充💡黑糖奶茶🤤記得趁熱喝，上面微焦脆的口感非常加分，一旁的烤棉花糖泡著奶茶也是一大享受💗
整體：
環境衛生：🌕🌕🌕🌕🌕
服務態度：🌕🌕🌕🌕🌕
再訪意願：🌕🌕🌕🌕🌗
🗺 台北市敦化南路二段39-1號
🚇捷運信義安和站2號出口
☎️ (02)2700-0313
⏰ 11：30～21：00 週日公休
🍽2020.05.14到訪用餐
💡補充💡前面三道沒寫價位是因為是商業午餐，商業午餐品項十幾種，選擇多樣，並分成A、B、C三種套餐～所以看你選哪個套餐他就是哪種價位唷😋❤️
A餐：開胃菜(指定款)、湯品或沙拉 -$380
B餐：開胃菜(2款)、沙拉、湯品或飲品(咖啡/茶/季節果汁) -$580
C餐：開胃菜(2款)、沙拉、湯品、飲品(咖啡/茶/季節果汁)、甜點 -$799
（開胃菜、沙拉、湯品、甜點因季節而會有調整喔）
🕵🏻‍♂️🕵🏻‍♂️ 這家小小樹食一店原本就超紅了，現在開了二店裝潢更美更大！超適合帶家人或約會來😋不吃肉的朋友們又多一個新選擇啦！（但我吃肉還是好愛這家啦🤣
#4foodie #4foodie信義安和站 #小小樹食 #taipeifood #台北美食 #小小樹食貳 #素食餐廳 #台北素食 #台北素食餐廳 #taipei #素食 #蔬食 #蔬食餐廳
©版權所有，不得轉載copyrights reserved",信義安和
156,https://www.instagram.com/p/CAMimWSHLce/,"感謝 @solo_guide 的分享🙏🏻
🔹標記 #4foodieforfoodie 就有機會讓我們分享你的文章哦🔹
📍Taipei, Taiwan
鴉片粉圓 / 三圓冰 / 50元
美味程度：🌕🌕🌕🌕🌑 環境衛生：🌕🌕🌕🌑🌑
服務態度：🌕🌕🌕🌑🌑 再訪意願：🌕🌕🌕🌕🌑
🗺 台北市中正區羅斯福路四段52巷16弄4號
🚇公館捷運站5分鐘路程
☎️0223693959
⏰12:00~23:30
💡補充💡
每年夏天一定要來報到的冰店
雖然沒有像外面冰店這麼豐富
但大推的是芋圓地瓜圓
這邊很特別的是切得薄薄的
將糖水全煮進芋圓地瓜圓裡
讓他顯得金黃金黃的
除了糖水很入味以外
還能嚐到淡淡的芋頭香
口感上超Q彈的能嚼很久
鴉片粉圓的部分就蠻一般的
建議可以直接點芋圓冰
底下的部分是顆粒微粗的清冰
蠻適合喜歡咬冰塊的人
#4foodie #4foodieforfoodie #臺灣 #台北美食 #公館夜市 #公館甜點 #台北甜點 #珍珠 #芋圓 #公館美食 #solo的玩樂指南 ©版權所有，不得轉載copyrights reserved",公館
157,https://www.instagram.com/p/CAJ3P1UnQ90/,"📍New Taipei City, Taiwan
青畑九號板橋快閃店 / 以下餐點及價位
七公分芋頭燒 $35
美味程度：🌕🌕🌕🌕🌑
💡補充💡七公分真的滿扯的😂😂😂吃完一整顆直接超飽！芋泥不會太甜，不然真的蠻膩的👍🏻
青蜜相芋啵一下 $80
美味程度：🌕🌕🌕🌕🌑
💡補充💡芋頭鮮奶加蜂蜜珍珠再加小芋圓🤤🤤🤤喝完一杯也真的超飽：）。。。。必可蜜的珍珠跟小芋圓都很Q,整體喝起來是清爽的🥰
鐵觀音鳳梨酥拿鐵 $90
美味程度：🌕🌕🌕🌗🌑
💡補充💡一整塊鐵觀音鳳梨酥加在拿鐵裡，鐵觀音香氣濃郁！概念有點像是老婆餅泡在牛奶裡吃的感覺，很特別！
整體
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌕
🗺新北市板橋區新站路28號
🚇捷運板橋站3A號出口
☎️無
⏰11:00-22:00
🍽2020.05.05到訪用餐
💡補充💡聯名快閃期間為5/4-6/2 板橋大遠百B1！新北也可以吃到來自新竹的夯店～內湖也有一家門市喔！
#4foodie #4foodie板橋站 #4foodie甜點 #青畑九號豆製所 #必可蜜 #板橋甜點 #新北美食 #板橋美食 #新北甜點 #芋頭控 #芋泥控 #4foodieinnewtaipei #4foodieforfoodie
©版權所有，不得轉載copyrights reserved","內湖,板橋"
158,https://www.instagram.com/p/CAH-Vv8H1b1/,"📍Taipei, Taiwan
蔡家甜不辣 / 甜不辣 / $50
美味程度：🌕🌕🌕🌕🌗
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺台北市中山區農安街2巷6號（第14號攤位）
🚇捷運中山國小站1號出口
☎️(02)2594-9288
⏰10:30-18:30 週日公休
🍽2020.05.11到訪用餐
💡補充💡甜不辣很Q很有嚼勁，不會泡湯汁泡到過爛，白蘿蔔也很清甜，我們是點乾的甜不辣，最後吃完再加湯喝👍🏻
#4foodie #4foodie中山國小站 #台北美食 #4foodie小吃 #taipei #台灣美食 #中山國小美食 #晴光美食 #晴光市場 #蔡家甜不辣 #4foodieintaipei #4foodieforfoodie ©版權所有，不得轉載copyrights reserved","中山,中山國小"
159,https://www.instagram.com/p/CAHSZP2nZAx/,"📍Taipei, Taiwan
城市愛玉 / 三種料 / $50
美味程度：🌕🌕🌕🌕🌗
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌑
再訪意願：🌕🌕🌕🌕🌑
🗺台北市中山區雙城街17-2號
🚇捷運中山國小站1號出口
☎️0921-451-539
⏰11:00-01:00
🍽2020.05.11到訪用餐
💡補充💡我們選了米苔目、綠豆跟薏仁，沒選愛玉(⊙ω⊙)糖水冰不會太甜，米苔目非常Q,綠豆跟薏仁都燉煮得宜，沒有爆爛～個人蠻喜歡的٩(˃̶͈̀௰˂̶͈́)و
#4foodie #4foodie中山國小站 #台北美食 #4foodie小吃 #taipei #台灣美食 #中山國小美食 #晴光美食 #晴光市場 #城市愛玉 台北冰品 #4foodieintaipei #4foodieforfoodie #台湾グルメ #台湾スイーツ #かき氷
©版權所有，不得轉載copyrights reserved","中山,中山國小"
160,https://www.instagram.com/p/CAFYX_wHESv/,"📍Taipei, Taiwan
肉你好Yoloniku燒肉串炸專門店 / 以下餐點與價位
鮮切牛排佐黑松露醬 $360
美味程度：🌕🌕🌕🌕🌑
💡補充💡鮮切牛排肉質多汁鮮嫩，搭配黑松露醬，整體風味十足，去油解膩👍🏻
歐爸起士牛 $240
美味程度：🌕🌕🌕🌕🌑
💡補充💡幾乎每次來都會吃到這道🧀️牽絲的起司搭配牛肉，超級罪惡但停不下來🤤🤤🤤
極致伊比利豬盛合 $780
美味程度：🌕🌕🌕🌕🌑
💡補充💡包含豬排、梅花的部分，一次可以吃到不同部位，伊比利豬肉的等級不在話下，份量十足🐷
海味干貝漢堡 $200
美味程度：🌕🌕🌕🌗🌑
💡補充💡干貝帶點微甜，搭配鮮蝦與醬汁，吃起來沒有腥味🥰
迷你石鍋拌飯 $180
美味程度：🌕🌕🌕🌑🌑
💡補充💡石鍋拌飯滿滿料，加入麻油增添心情，米飯粒粒分明，美中不足的是整體有點偏油～吃到後面有點小膩！
鮮美蛤蜊湯 $120
美味程度：🌕🌕🌕🌕🌑
💡補充💡湯頭清甜爽口，蛤蜊下的適中，不會太老👌🏻
整體
環境衛生：🌕🌕🌕🌕🌑
服務態度：🌕🌕🌕🌕🌗
再訪意願：🌕🌕🌕🌕🌑
🗺台北市中山區合江街178號
🚇捷運行天宮站3號出口
☎️(02)2515-1768
⏰17:30-24:00
🍽2020.04.23到訪用餐
💡補充💡這次肉你好合江店換了新菜單👏🏻👏🏻👏🏻已經好幾訪了😂😂😂位子不多，建議先訂位！店員人都很友善還會和你攀聊幾句，氣氛很輕鬆舒服👍🏻每次吃下來都覺得氣氛很自在，料理也新鮮🥩
#4foodie #4foodie行天宮站 #YOLONIKU肉你好 #taipeifood #台北美食 #肉你好 #燒烤 #台北燒肉 #台北燒烤 #taipei #4foodie燒肉 #4foodieintaipei #4foodieforfoodie
©版權所有，不得轉載copyrights reserved","中山,行天宮"
